timestamp,user_id,wpm,wpm_variance,avg_key_hold_time,avg_inter_key_delay,backspace_rate,error_rate,avg_pause_time,pause_variability,typing_consistency_score,burstiness_score,mood_label,confidence
2026-04-16T23:33:56.343721,user_001,41.80824687329116,14.973234362580094,170.58650588980888,150.49851415821863,0.0641484751337953,0.0445590051550694,488.2296047208503,0.2927543254899187,0.622351864439794,0.1468124906532033,Stressed,1.0
2026-04-16T23:23:56.343721,user_001,48.27526990972694,16.58774187919698,135.69972596149057,124.93540816751788,0.0842851616703824,0.0368151944379694,560.9204214149358,0.2863977617650259,0.7683968792750001,0.0891640372382948,Neutral,1.0
2026-04-16T23:13:56.343721,user_001,38.23177373164038,14.606631786765336,183.63557462457103,162.4842124107148,0.1086718383812179,0.0419348864223824,650.1385672025388,0.338638874765407,0.6642219845014189,0.2483895684370435,Stressed,1.0
2026-04-16T23:03:56.343721,user_001,54.63497276102609,7.061102561738146,126.9006496505012,162.12653800781464,0.0513287020399232,0.4005842065242724,1945.7400078117532,0.1913464808562512,0.8145179311232376,0.0937377963400176,Happy,1.0
2026-04-16T22:53:56.343721,user_001,51.58487806005426,8.132133204602127,119.01143553824048,108.2194530481194,0.0534245432111562,0.0294314906780308,335.2072393114802,0.2372918949544993,0.8337873463762009,0.0334959201992669,Happy,1.0
2026-04-16T22:43:56.343721,user_001,49.11125097782563,10.608995573700565,132.63612251791983,211.42401669235255,0.074118281114121,0.0407233832891307,454.8268733654566,0.3163276430239983,0.8009694797368501,0.0819389565654957,Neutral,1.0
2026-04-16T22:33:56.343721,user_001,50.93964240199858,9.382283658128918,144.1503455509925,129.67414663309367,0.0760994103321867,0.031090191558964,504.1285679636225,0.3764726579624866,0.7302966342125415,0.1446269361955205,Neutral,1.0
2026-04-16T22:23:56.343721,user_001,45.430567872259005,13.710373987039866,163.20736749771862,173.65696314589687,0.0942891850328958,0.0241720626775498,555.6770502768054,0.2782720334932636,0.6491115442854337,0.2180682593300035,Stressed,1.0
2026-04-16T22:13:56.343721,user_001,50.5724018484647,10.877294471872094,139.59183778851386,125.04873792853417,0.0518643301948839,0.0323596146659218,442.207664530258,0.3098077679877384,0.7320741343003201,0.1341248822522137,Neutral,1.0
2026-04-16T22:03:56.343721,user_001,49.74234416371889,9.197110790717652,136.19451556901257,163.13278861533564,0.0895811687441144,0.0328782637343667,473.3909344317966,0.2636767747058668,0.7828332548727999,0.1200288636692841,Neutral,1.0
2026-04-16T21:53:56.343721,user_001,48.66197921167913,8.151919160293374,129.55962276063144,143.39309596255148,0.0729168152962213,0.0069044389484633,402.01595381787166,0.2974637200408351,0.7446599277833448,0.140932983994538,Neutral,1.0
2026-04-16T21:43:56.343721,user_001,55.63928379526035,7.922872606270532,139.97678294362922,110.71777471868432,0.0429939275803454,0.0376704336943388,318.44586819506054,0.234963880820223,0.975541162378728,0.1394543711003203,Happy,1.0
2026-04-16T21:33:56.343721,user_001,57.23221484350723,7.624094513842532,129.8525381771657,164.35534355102,0.0717640391314586,0.0214682709008248,373.60709193047467,0.2457751935271171,0.8818618349009772,0.0299780564250668,Happy,1.0
2026-04-16T21:23:56.343721,user_001,48.72396354244783,11.841627561391538,127.16888522245864,153.60988401758087,0.0764947175822276,0.0483175223945947,552.2623751642503,0.2362073537522477,0.7438345657432799,0.1779829586717435,Neutral,1.0
2026-04-16T21:13:56.343721,user_001,47.15649407340391,10.711239180805755,149.73288395774694,167.32011778152062,0.0681097711362015,0.0277861879197019,504.05907434582525,0.5163907755353115,0.8193387806546084,0.1767033009910261,Neutral,1.0
2026-04-16T21:03:56.343721,user_001,43.58074033212631,11.792696091832076,157.96983696247045,162.73557315277856,0.0958410795493911,0.0446128012113225,626.0162532528442,0.4317388322379322,0.6140177951120571,0.1744948492506622,Stressed,1.0
2026-04-16T20:53:56.343721,user_001,40.97714453469938,12.07893943587066,147.80357216509415,167.10466043552051,0.1075709800107127,0.03921519457801,525.7760979571424,0.396712049109941,0.6500357719780855,0.3004865560044941,Stressed,1.0
2026-04-16T20:43:56.343721,user_001,50.517573091742605,10.235636586652172,143.41921371240147,150.53634188141058,0.0683357042515571,0.0261951899930654,439.1522111939304,0.2462477454403025,0.8396074017829375,0.1254534223699666,Neutral,1.0
2026-04-16T20:33:56.343721,user_001,49.19158018724875,9.94417963422493,128.13227616554136,109.42710285308652,0.0615346118505936,0.0405231250530525,464.74509523122384,0.2666458369708963,0.7531265641163928,0.1089344860355466,Neutral,1.0
2026-04-16T20:23:56.343721,user_001,39.45936112320599,15.100502217018562,158.3852638232272,210.63518274787384,0.1109999117065728,0.0458707018407629,558.7306145254062,0.3421170042788373,0.6399517428168098,0.1482643635518303,Stressed,1.0
2026-04-16T20:13:56.343721,user_001,51.71528646142603,10.730220148672815,155.25876552727576,170.3826272797824,0.081525963549159,0.0486223188431962,422.6321473517816,0.2434446002320091,0.7129290802456637,0.0546557523639676,Neutral,1.0
2026-04-16T20:03:56.343721,user_001,55.42618770659315,8.623013006138505,130.0546867838315,142.59400596382304,0.0540270977902104,0.041842602316453,355.99735759497224,0.2261780800274213,0.8563009944473021,0.1176504856747416,Happy,1.0
2026-04-16T19:53:56.343721,user_001,52.472600692944965,8.534507839526604,143.0410116512281,134.73574655541097,0.0530295764601842,0.0308517398772191,377.1342894645925,0.1649424741804531,0.8068745103413787,0.1240425768946436,Happy,1.0
2026-04-16T19:43:56.343721,user_001,39.55393652466734,13.5611599142524,157.1363192619262,201.91991385336848,0.1207651278090621,0.0508111927483476,549.1898238987046,0.3642173866917679,0.6841083738872804,0.246232494531449,Stressed,1.0
2026-04-16T19:33:56.343721,user_001,41.15953481215493,13.48550266891411,154.6034523632533,175.76239867392087,0.1068798391668359,0.0307915130341327,611.6818282681354,0.3747923117906056,0.5342693217711673,0.2251560745636273,Stressed,1.0
2026-04-16T19:23:56.343721,user_001,47.6459256007423,12.04822630700916,123.54773060727956,148.62974075264762,0.0803050100297924,0.0093856611930298,490.0753115113717,0.285897005513938,0.8974725198747955,0.0663635202329348,Neutral,1.0
2026-04-16T19:13:56.343721,user_001,54.84141008289138,8.430307927025842,119.2330328428884,140.64554860190765,0.0533711741981123,0.0468872338442225,376.951774054761,0.1940171074049464,0.8875716882932079,0.1104692497683464,Happy,1.0
2026-04-16T19:03:56.343721,user_001,48.8797816303775,11.126269249974795,140.62282162604714,143.67938302341437,0.060192630277581,0.027569518300329,391.8091226871664,0.4621626315394175,0.7103855704953794,0.1376200082384221,Neutral,1.0
2026-04-16T18:53:56.343721,user_001,47.5366422751556,10.165756294534372,123.3437108766721,128.95108511790937,0.0674482453713012,0.0178796113367339,460.7986823151397,0.2980639354694867,0.7740851848676363,0.0648357765940587,Neutral,1.0
